Unit,Date,Production_Potential,Gross_Oil_Production,Net_Oil_Production,Oil_Losses,Oil_Salinity,BSW_Outlet,Produced_Water,Discharged_Water,Oil_Content_in_Discharged_Water,Total_WI,Target_WI,WI Losses,Produced Gas,Gas Injection,Target GI,Gas Lift,Import Gas,Gas Export,HP Fuel Gas,LP Fuel Gas,HP Flare,LP Flare,Fuel Gas,Flare,Flare Commulative
Unit_1,12/30/2017,2985,0,0,2985,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,22927254
Unit_1,12/31/2017,2985,0,0,2985,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,22927254
Unit_1,1/1/2018,2985,0,0,2985,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,22927254
Unit_1,1/2/2018,2985,0,0,2985,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,22927254
Unit_1,1/3/2018,2985,1109.42,1109.07,1875.93,38,0.03,0.35,0,0,0.00,0,0.00,2504,0,0,0,0,0,0,0,1468,1036,0,2504,22929758
Unit_1,1/4/2018,2985,972.88,970.44,2014.56,44,0.25,26.88,24.44,4,0.00,0,0.00,6281,0,0,0,0,0,0,0,3019,3262,0,6281,22936039
Unit_1,1/5/2018,2985,280.29,279.7,2705.3,30,0.2,25.37,24.78,4,0.00,0,0.00,7179,0,0,0,0,0,0,0,4077,3102,0,7179,22943218
Unit_1,1/6/2018,2985,812.34,810.47,2174.53,29,0.23,137.87,136,1,0.00,0,0.00,6298,0,0,0,0,0,0,0,2995,3303,0,6298,22949516
Unit_1,1/7/2018,2985,741.14,739.65,2245.35,50,0.2,133.93,136,1,0.00,0,0.00,6721,0,0,0,0,0,0,0,3455,3266,0,6721,22956237
Unit_1,1/8/2018,2985,668.94,667.66,2317.34,45,0.19,318.03,136,4,0.00,0,0.00,7288,0,0,0,0,0,0,0,4003,3285,0,7288,22963525
Unit_1,1/9/2018,2985,1965.81,1958.3,1026.7,53,0.38,164.07,41.57,0,0.00,0,0.00,463711,0,0,0,0,0,0,0,410639,53072,0,463711,23427236
Unit_1,1/10/2018,2984,3152.18,3142.06,0,61,0.32,1026.89,266.66,19.1,0.00,0,0.00,1073803,0,0,0,0,0,0,0,954895,118908,0,1073803,24501039
Unit_1,1/11/2018,2984,3109.86,3099.59,0,84,0.33,10.27,144.37,28.1,0.00,0,0.00,1115374,0,0,0,0,0,0,0,974460,140914,0,1115374,25616413
Unit_1,1/12/2018,2984,3101.58,3092.27,0,75,0.3,9.31,220.75,10.9,0.00,0,0.00,1134638,0,0,0,0,0,0,0,1001823,132815,0,1134638,26751051
Unit_1,1/13/2018,2984,3039,3027.14,0,61,0.39,11.86,342.61,9.66,0.00,0,0.00,1130489,0,0,0,0,0,0,0,999028,131461,0,1130489,27881540
Unit_1,1/14/2018,2984,3064.22,3051.95,0,73,0.4,12.27,291.67,8.28,0.00,0,0.00,1117022,0,0,0,0,0,0,0,996164,120858,0,1117022,28998562
Unit_1,1/15/2018,2984,3045.68,3033.18,0,77,0.41,12.5,572.36,10.8,0.00,0,0.00,1116319,0,0,0,0,0,0,0,993466,122853,0,1116319,30114881
Unit_1,1/16/2018,2984,3030.14,3017.7,0,111,0.41,12.44,439.65,11.14,0.00,0,0.00,1103715,0,0,0,0,0,0,0,988086,115629,0,1103715,31218596
Unit_1,1/17/2018,2984,3067.53,3055.25,0,114,0.4,12.28,101.29,11,0.00,0,0.00,1109585,0,0,0,0,0,0,0,974276,135309,0,1109585,32328181
Unit_1,1/18/2018,2984,3072.59,3060.29,0,117,0.4,12.3,390.35,2.6,0.00,0,0.00,1132903,0,0,0,0,0,0,0,1003661,129242,0,1132903,33461084
Unit_1,1/19/2018,2984,3065.5,3050.47,0,128,0.49,15.03,353.93,12.4,0.00,0,0.00,1123483,0,0,0,0,0,0,0,1003658,119825,0,1123483,34584567
Unit_1,1/20/2018,2984,3078.48,3066.16,0,107,0.4,12.32,25.3,0,0.00,0,0.00,1105330,0,0,0,0,0,0,0,1003669,101661,0,1105330,35689897
Unit_1,1/21/2018,2984,2953.18,2941.65,42.35,105,0.39,11.53,17.98,0,0.00,0,0.00,1100473,0,0,0,0,0,0,0,998553,101920,0,1100473,36790370
Unit_1,1/22/2018,2984,2689.69,2679.46,304.54,73,0.38,10.23,0.07,0,0.00,0,0.00,1280601,0,0,0,0,0,0,0,1182218,98383,0,1280601,38070971
Unit_1,1/23/2018,2984,2399.76,2391.6,592.4,71,0.34,8.16,0.11,0,0.00,0,0.00,1152822,0,0,0,0,0,0,0,1046406,106416,0,1152822,39223793
Unit_1,1/24/2018,2984,2450.11,2441.77,542.23,77,0.34,8.34,0.15,0,0.00,0,0.00,1226817,0,0,0,0,0,0,0,1115413,111404,0,1226817,40450610
Unit_1,1/25/2018,2984,2664.8,2655.73,328.27,77,0.34,9.07,0.15,0,0.00,0,0.00,1012037,0,0,0,0,0,0,0,892747,119290,0,1012037,41462647
Unit_1,1/26/2018,2984,3229.67,3218.68,0,109,0.34,10.99,0.07,0,0.00,0,0.00,1087509,0,0,0,0,0,0,0,1038799,48710,0,1087509,42550156
Unit_1,1/27/2018,2984,2931.92,2925.46,58.54,91,0.22,6.46,30.8,23,0.00,0,0.00,1105118,0,0,0,0,0,0,0,946588,158530,0,1105118,43655274
Unit_1,1/28/2018,2984,3090,3081.96,0,73,0.26,8.04,256.59,16.37,0.00,0,0.00,1146972,23,23,0,0,0,0,0,973047,173902,0,1146949,44802223
Unit_1,1/29/2018,2984,3082.53,3079.13,0,72,0.11,3.4,143.59,17.6,0.00,0,0.00,1186727,0,0,0,0,0,0,0,985650,174137,0,1159787,45962010
Unit_1,1/30/2018,2984,3075.6,3072.83,0,53,0.09,2.77,162.03,10.4,0.00,0,0.00,1144391,64916,64916,0,0,0,28689,0,874698,176088,28689,1050786,47012796
Unit_1,1/31/2018,2984,3091.76,3083.41,0,67,0.27,8.35,114.41,6.6,0.00,0,0.00,1182530,22,22,0,0,0,29138,0,979967,173403,29138,1153370,48166166
Unit_1,2/1/2018,2984,3117.75,3109.02,0,73.2,0.28,8.73,82.73,8.2,0.00,0,0.00,1151988,0,0,0,0,0,6203,0,975531,170255,6203,1145786,49311952
Unit_1,2/2/2018,2984,2921.8,2913.61,70.39,73,0.28,8.19,90.84,10,0.00,0,0.00,1067416,14272,14272,0,0,0,2943,0,887313,162949,2943,1050262,50362214
Unit_1,2/3/2018,2984,2189.98,2184.72,799.28,76,0.24,5.26,106.79,10,0.00,0,0.00,751592,2666,2666,0,0,0,6790,0,625049,117114,6790,742163,51104377
Unit_1,2/4/2018,2984,3068.85,3059.64,0,66,0.3,9.21,121,13,0.00,0,0.00,1243156,527309,527309,0,0,,8446,0,535047,172403,8446,707450,51811827
Unit_1,2/5/2018,2984,2818.66,2810.75,173.25,66,0.28,7.91,121,25.2,0.00,0,0.00,1138017,331999,331999,0,0,0,18923,0,628314,159564,18923,787878,52599705
Unit_1,2/6/2018,2984,3029.25,3020.15,0,79,0.3,9.1,2.41,8.4,0.00,0,0.00,1158287,20152,20152,0,0,0,36010,0,929897,172227,36010,1102124,53701829
Unit_1,2/7/2018,2984,3192.97,3183.07,0,70,0.31,9.9,0.09,18.5,0.00,0,0.00,1195490,59941,59941,0,0,0,25111,0,928776,181662,25111,1110438,54812267
Unit_1,2/8/2018,2984,2787.63,2779.54,204.46,78,0.29,8.09,0.09,3.25,0.00,0,0.00,1276152,132,132,0,0,0,32425,0,952051,291544,32425,1243595,56055862
Unit_1,2/9/2018,2984,2819.52,2812.18,171.82,64,0.26,7.34,0.11,7.75,0.00,0,0.00,1286270,0,0,0,0,0,32229,0,973673,280368,32229,1254041,57309903
Unit_1,2/10/2018,2984,2646.42,2638.99,345.01,64,0.28,7.43,0.17,7.25,0.00,0,0.00,1182769,123711,123711,0,0,0,12396,0,856408,190254,12396,1046662,58356565
Unit_1,2/11/2018,2984,2733.05,2725.67,258.33,58,0.27,7.38,0.17,17.67,0.00,0,0.00,1220340,761366,761366,0,0,0,28971,0,147738,282265,28971,430003,58786568
Unit_1,2/12/2018,2984,2877.51,2869.44,114.56,73,0.28,8.07,0.14,0,0.00,0,0.00,1269231,641750,641750,0,0,0,27069,0,289163,311249,27069,600412,59386980
Unit_1,2/13/2018,2984,2896.86,2888.16,95.84,73,0.3,8.7,0.1,0,0.00,0,0.00,1288623,108601,108601,0,0,0,48187,0,770503,361332,48187,1131835,60518815
Unit_1,2/14/2018,2984,2769.76,2761.71,222.29,84,0.29,8.05,0.16,0,0.00,0,0.00,1197394,481102,481102,0,0,0,82378,0,284433,349481,82378,633914,61152729
Unit_1,2/15/2018,2984,2947.93,2939.07,44.93,85,0.3,8.86,0.12,0,0.00,0,0.00,1276970,420965,420965,0,0,0,94254,0,376155,385596,94254,761751,61914480
Unit_1,2/16/2018,2984,2831.72,2823.49,160.51,82,0.29,8.23,0.09,0,0.00,0,0.00,1263304,563686,563686,0,0,0,89843,0,290565,319210,89843,609775,62524255
Unit_1,2/17/2018,2984,2767.07,2761.53,222.47,59,0.2,5.54,0.09,0,0.00,0,0.00,1252993,972559,972559,0,0,0,88172,0,17734,174528,88172,192262,62716517
Unit_1,2/18/2018,2984,2909.62,2901.75,82.25,79,0.27,7.87,0.15,0,0.00,0,0.00,1325707,1043323,1043323,0,0,0,131095,0,13799,137490,131095,151289,62867806
Unit_1,2/19/2018,0,0,0,0,0,0,0,0.15,0,0.00,0,0.00,43555,31,31,0,0,0,5479,0,30664,7381,5479,38045,62905851
Unit_1,2/20/2018,2984,311.06,310.9,2673.1,61,0.05,0.16,0.11,0,0.00,0,0.00,109811,17,17,0,0,0,2508,0,90123,17163,2508,107286,63013137
Unit_1,2/21/2018,2984,2883.5,2880.32,103.68,102,0.11,3.18,0.13,0,0.00,0,0.00,1194196,648797,648797,0,0,0,83089,0,372120,90190,83089,462310,63475447
Unit_1,2/22/2018,2984,2325.91,2321.02,662.98,158,0.21,4.89,0.08,0,0.00,0,0.00,993041,203540,203540,0,0,0,29034,0,638863,121604,29034,760467,64235914
Unit_1,2/23/2018,2984,2958.13,2953.39,30.61,103,0.16,4.74,0.12,0,0.00,0,0.00,1203964,983026,983026,0,0,0,96873,0,18970,105095,96873,124065,64359979
Unit_1,2/24/2018,2984,2822.82,2819.42,164.58,88,0.12,3.4,0.19,0,0.00,0,0.00,1162008,993637,993637,0,0,0,103011,0,6831,58529,103011,65360,64425339
Unit_1,2/25/2018,2984,2683.88,2681.99,302.01,29,0.07,1.89,0.13,0,0.00,0,0.00,1123026,837759,837759,0,0,0,90730,0,174187,20350,90730,194537,64619876
Unit_1,2/26/2018,2984,3024.36,3021.93,0,172,0.08,2.43,0.12,0,0.00,0,0.00,1217960,807293,807293,0,0,0,185224,0,149480,75963,185224,225443,64845319
Unit_1,2/27/2018,2984,2055.01,2052.74,931.26,105,0.11,2.27,0,0,0.00,0,0.00,846440,443886,443886,0,0,0,107594,0,231270,63689,107594,294959,65140278
Unit_1,2/28/2018,2984,2419.17,2416.74,567.26,70,0.1,2.43,0,0,0.00,0,0.00,996066,501531,501531,0,0,0,102393,0,222220,169921,102393,392141,65532419
Unit_1,3/1/2018,2984,3018.76,3015.73,0,76,0.1,3.03,0,0,0.00,0,0.00,1223482,964341,964341,0,0,0,236341,0,17663,5136,236341,22799,65555218
Unit_1,3/2/2018,2984,3023.58,3021.45,0,64,0.07,2.13,0,0,0.00,0,0.00,1230771,995617,995617,0,0,0,223600,0,6220,5333,223600,11553,65566771
Unit_1,3/3/2018,2984,2501.7,2499.94,484.06,74,0.07,1.76,149.98,23.6,0.00,0,0.00,1037494,573090,573090,0,0,0,188543,0,160558,115302,188543,275860,65842631
Unit_1,3/4/2018,2984,2942.95,2940.58,43.42,70,0.08,2.37,406.02,13.4,0.00,0,0.00,1188257,971787,971787,0,0,0,202386,0,9282,4801,202386,14083,65856714
Unit_1,3/5/2018,2984,2936.76,2934.69,49.31,71,0.07,2.07,378.75,14.11,0.00,0,0.00,1192438,975566,975566,0,0,0,202498,0,9161,5212,202498,14373,65871087
Unit_1,3/6/2018,2984,2370.51,2368.84,615.16,58,0.07,1.67,58.67,0,0.00,0,0.00,999642,508260,508260,0,0,0,141938,0,182620,166824,141938,349444,66220531
Unit_1,3/7/2018,2984,2912.11,2908.9,75.1,81,0.11,3.21,275.31,13.8,0.00,0,0.00,1200303,1122983,1122983,0,0,0,35565,0,35947,5808,35565,41755,66262286
Unit_1,3/8/2018,2984,2952.45,2945.65,38.35,77,0.23,6.8,333.34,18.2,0.00,0,0.00,1203177,985113,985113,0,0,0,206200,0,6201,5663,206200,11864,66274150
Unit_1,3/9/2018,2984,2953.19,2946.09,37.91,66,0.24,7.1,231.07,18.6,0.00,0,0.00,1194786,992404,992404,0,0,0,196145,0,1378,4859,196145,6237,66280387
Unit_1,3/10/2018,2984,2958.85,2951.73,32.27,72,0.24,7.12,289.86,13.75,0.00,0,0.00,1201306,991879,991879,0,0,0,195593,0,132,13702,195593,13834,66294221
Unit_1,3/11/2018,2984,2787.66,2781.23,202.77,91,0.23,6.43,220.64,17.25,0.00,0,0.00,1155519,820903,820903,0,0,0,164283,0,95497,74836,164283,170333,66464554
Unit_1,3/12/2018,2984,2399.17,2392.68,591.32,115,0.27,6.49,0.13,0,0.00,0,0.00,965855,690855,690855,0,0,0,128898,0,119940,26162,128898,146102,66610656
Unit_1,3/13/2018,2984,2956.35,2948.66,35.34,94,0.26,7.69,0.08,0,0.00,0,0.00,1195065,991845,991845,0,0,0,139125,0,28864,35231,139125,64095,66674751
Unit_1,3/14/2018,2984,2714.79,2711.79,272.21,146,0.11,3,0.11,0,0.00,0,0.00,1084867,727698,727698,0,0,0,90774,0,212913,53482,90774,266395,66941146
Unit_1,3/15/2018,2984,4660.52,4659.58,0,102,0.02,0.94,0.36,0,0.00,0,0.00,1879113,1768205,1768205,0,0,0,92231,0,12433,6244,92231,18677,66959823
Unit_1,3/16/2018,2984,4626.42,4621.32,0,111,0.11,5.1,0.26,0,0.00,0,0.00,1856534,1750027,1750027,0,0,0,86122,0,11975,8410,86122,20385,66980208
Unit_1,3/17/2018,2984,4035.82,4028.95,0,117,0.17,6.87,0.08,0,0.00,0,0.00,1621321,1384416,1384416,0,0,0,104953,0,84095,47857,104953,131952,67112160
Unit_1,3/18/2018,2984,4691.26,4683.74,0,102,0.16,7.52,0.13,0,0.00,0,0.00,1906011,1688262,1688262,0,0,0,151089,0,15017,51643,151089,66660,67178820
Unit_1,3/19/2018,2984,4711.71,4703.22,0,96,0.18,8.49,0.14,0,0.00,0,0.00,1918681,1738859,1738859,0,0,0,160999,0,10223,8600,160999,18823,67197643
Unit_1,3/20/2018,7669,4310.73,4302.1,3366.9,91,0.2,8.63,0.28,0,0.00,0,0.00,1832261,1636396,1636396,0,0,0,116546,0,38429,40890,116546,79319,67276962
Unit_1,3/21/2018,7669,4663.6,4650.07,3018.93,99,0.29,13.53,0.33,0,0.00,0,0.00,1887260,1767656,1767656,0,0,0,98244,0,17740,3620,98244,21360,67298322
Unit_1,3/22/2018,7669,5472.28,5457.49,2211.51,94,0.27,14.79,0.13,0,0.00,0,0.00,2228768,2080692,2080692,0,0,0,133100,0,11743,3233,133100,14976,67313298
Unit_1,3/23/2018,7669,6732.14,6712.6,956.4,116,0.29,19.54,0.12,0,0.00,0,0.00,2719427,2482084,2482084,0,0,0,115143,0,72055,50145,115143,122200,67435498
Unit_1,3/24/2018,7669,7120.86,7100.19,568.81,120,0.29,20.67,0.18,0,0.00,0,0.00,2903841,2620972,2620972,0,0,0,253811,0,4555,24502,253811,29057,67464555
Unit_1,3/25/2018,0,2174.22,2167.25,0,126,0.32,6.97,0.25,0,0.00,0,0.00,905841,794494,794494,0,0,0,88971,0,17464,4912,88971,22376,67486931
Unit_1,3/26/2018,7669,319.07,318.45,7350.55,50,0.19,0.62,0.11,0,0.00,0,0.00,92568,0,0,0,0,0,10228,0,63728,18612,10228,82340,67569271
Unit_1,3/27/2018,7132.78,5288.2,5278.13,1854.65,131,0.19,10.07,0.11,0,0.00,0,0.00,2166375,1684848,1684848,0,0,0,198401,0,180962,102164,198401,283126,67852397
Unit_1,3/28/2018,7132.78,7083.68,7063.11,69.67,117,0.29,20.57,0.11,0,0.00,0,0.00,2907028,2634808,2634808,0,0,0,265726,0,1749,4745,265726,6494,67858891
Unit_1,3/29/2018,7669,6887.01,6867.03,801.97,149,0.29,19.98,0.11,0,0.00,0,0.00,2825556,2495872,2495872,0,0,0,264045,0,61066,4573,264045,65639,67924530
Unit_1,3/30/2018,7669,7054.33,7031.04,637.96,225,0.33,23.29,0.11,0,0.00,0,0.00,2892289,2634467,2634467,0,0,0,251382,0,2121,4319,251382,6440,67930970
Unit_1,3/31/2018,7669,7052.05,7031.59,637.41,146,0.29,20.46,0.11,0,0.00,0,0.00,2881124,2657322,2657322,0,0,0,217633,0,2998,3171,217633,6169,67937139
Unit_1,4/1/2018,7669,7039.52,7016.28,652.72,260,0.33,23.24,0.11,0,0.00,0,0.00,2886922,2660842,2660842,0,0,0,212621,0,10258,3201,212621,13459,67950598
Unit_1,4/2/2018,7669,7050.88,7019.14,649.86,210,0.45,31.74,0.11,0,0.00,0,0.00,2888757,2648177,2648177,0,0,0,228269,0,8601,3710,228269,12311,67962909
Unit_1,4/3/2018,7063,7048.31,7019.4,43.6,187,0.41,28.91,0.11,0,0.00,0,0.00,2878097,2602681,2602681,0,0,0,231159,0,7368,36889,231159,44257,68007166
Unit_1,4/4/2018,7063,7025.41,7004.32,58.68,149,0.3,21.09,0.11,0,0.00,0,0.00,2883178,2603106,2603106,0,0,0,264212,0,12015,3845,264212,15860,68023026
Unit_1,4/5/2018,7063,7004.57,6981.45,81.55,158,0.33,23.12,0.11,0,0.00,0,0.00,2888729,2605438,2605438,0,0,0,270020,0,8877,4394,270020,13271,68036297
Unit_1,4/6/2018,7063,6570.21,6551.15,511.85,143,0.29,19.06,0.11,0,0.00,0,0.00,2692768,2321842,2321842,0,0,0,249819,0,106308,14799,249819,121107,68157404
Unit_1,4/7/2018,7063,6325.68,6313.01,749.99,132,0.2,12.67,0.11,0,0.00,0,0.00,2603535,2147674,2147674,0,0,0,239883,0,133463,82515,239883,215978,68373382
Unit_1,4/8/2018,7063,5579.08,5567.92,1495.08,99,0.2,11.16,0.11,0,0.00,0,0.00,2292765,1815301,1815301,0,0,0,134606,0,251532,91326,134606,342858,68716240
Unit_1,4/9/2018,7063,4658.03,4645.91,2417.09,91,0.26,12.12,0.11,0,0.00,0,0.00,1910303,1661698,1661698,0,0,0,190022,0,44411,14172,190022,58583,68774823
Unit_1,4/10/2018,7063,,,7063,,,0,0.11,0,0.00,0,0.00,14542,0,0,0,0,0,10925,0,1290,2327,10925,3617,68778440
Unit_1,4/11/2018,7063,,,7063,,,0,0.09,0,0.00,0,0.00,48901,0,0,0,0,0,3230,0,40198,5473,3230,45671,68824111
Unit_1,4/12/2018,7063,527.46,527.03,6535.97,52,0.08,0.43,0.16,0,0.00,0,0.00,89660,0,0,0,0,0,6169,0,68856,14635,6169,83491,68907602
Unit_1,4/13/2018,7063,3196.72,3194.16,3868.84,50,0.08,2.56,0.1,0,0.00,0,0.00,1303046,831908,831908,0,0,0,148833,0,221628,100677,148833,322305,69229907
Unit_1,4/14/2018,7063,1896.74,1895.22,5167.78,58,0.08,1.52,0.1,0,0.00,0,0.00,730157,219573,219573,0,0,0,83130,0,343369,84085,83130,427454,69657361
Unit_1,4/15/2018,7063,4657.54,4652.87,2410.13,55,0.1,4.67,0.17,0,0.00,0,0.00,1907514,1538632,1538632,0,0,0,235077,0,129266,4539,235077,133805,69791166
Unit_1,4/16/2018,7063,5921.38,5911.3,1151.7,85,0.17,10.08,0.13,0,0.00,0,0.00,2400211,2040971,2040971,0,0,0,198637,0,120032,40571,198637,160603,69951769
Unit_1,4/17/2018,7063,7090.63,7081.4,0,123,0.13,9.23,0.12,0,0.00,0,0.00,2894608,2628150,2628150,0,0,0,260383,0,783,5292,260383,6075,69957844
Unit_1,4/18/2018,7063,7074.35,7062.31,0.69,111,0.17,12.04,0.12,0,0.00,0,0.00,2889570,2604545,2604545,0,0,0,272991,0,6241,5793,272991,12034,69969878
Unit_1,4/19/2018,7063,7049.37,7035.26,27.74,113,0.2,14.11,0.17,0,0.00,0,0.00,2884859,2599756,2599756,0,0,0,275202,0,5320,4581,275202,9901,69979779
Unit_1,4/20/2018,7063,7041.98,7023.66,39.34,155,0.26,18.32,0.16,0,0.00,0,0.00,2882123,2598969,2598969,0,0,0,277408,0,1131,4615,277408,5746,69985525
Unit_1,4/21/2018,7063,7027.41,7009.13,53.87,141,0.26,18.28,0.16,0,0.00,0,0.00,2873435,2591285,2591285,0,0,0,277147,0,846,4157,277147,5003,69990528
Unit_1,4/22/2018,7063,7015.39,6996.44,66.56,130,0.27,18.95,0.17,0,0.00,0,0.00,2865334,2583948,2583948,0,0,0,276185,0,596,4605,276185,5201,69995729
Unit_1,4/23/2018,7063,7003.6,6984.68,78.32,127,0.27,18.92,0.16,0,0.00,0,0.00,2861648,2579956,2579956,0,0,0,276549,0,994,4149,276549,5143,70000872
Unit_1,4/24/2018,7063,7004.31,6985.39,77.61,123,0.27,18.92,0.1,0,0.00,0,0.00,2863620,2582216,2582216,0,0,0,277164,0,155,4085,277164,4240,70005112
Unit_1,4/25/2018,7063,6992.34,6974.15,88.85,116,0.26,18.19,0.1,0,0.00,0,0.00,2861895,2578476,2578476,0,0,0,277044,0,332,6043,277044,6375,70011487
