Unit,Date,Production_Potential,Gross_Oil_Production,Net_Oil_Production,Oil_Losses,Oil_Salinity,BSW_Outlet,Produced_Water,Discharged_Water,Oil_Content_in_Discharged_Water,Total_WI,Target_WI,WI Losses,Produced Gas,Gas Injection,Target GI,Gas Lift,Import Gas,Gas Export,HP Fuel Gas,LP Fuel Gas,HP Flare,LP Flare,Fuel Gas,Flare,Flare Commulative
Unit_5,5/20/2022,3743.983,3140.7,3135.04,608.943,105,0.18,5.65,0,0,0.00,0,0.00,1043047,0,0,0,0,0,0,0,772919,186461,0,959380,959380
Unit_5,5/21/2022,4079.575,4090.78,4082.59,0,80,0.2,8.18,0,0,0.00,0,0.00,1412351,0,0,0,0,0,0,0,1055695,247204,0,1302899,1302899
Unit_5,5/22/2022,4079.575,4161.4,4153.07,0,75,0.2,8.32,0,0,0.00,0,0.00,1465884,0,0,0,0,0,0,0,1103728,252189,0,1355917,1355917
Unit_5,5/23/2022,4079.575,4173.96,4166.86,0,64,0.17,7.09,0,0,0.00,0,0.00,1459196,0,0,0,0,0,0,0,1105054,244894,0,1349948,1349948
Unit_5,5/24/2022,4032.651,4095.57,4094.44,0,210,0.11,4.5,0,0,0.00,0,0.00,1430453,0,0,0,0,0,0,0,1081716,239726,0,1321442,1321442
Unit_5,5/25/2022,3809.297,4280.4,4276.11,0,78,0.1,4.28,0,0,0.00,0,0.00,1477745,0,0,0,0,0,0,0,1125839,243049,0,1368888,1368888
Unit_5,5/26/2022,3809.297,3960.6,3955.84,0,82,0.12,4.75,0,0,0.00,0,0.00,1385109,0,0,0,0,0,0,0,1041689,231829,0,1273518,1273518
Unit_5,5/27/2022,3809.297,4421.63,4417.65,0,86,0.09,6.63,0,0,0.00,0,0.00,1543649,0,0,0,0,0,0,0,1183485,249364,0,1432849,1432849
Unit_5,5/28/2022,3809.297,4100.3,4096.6,0,81,0.09,2.05,0,0,0.00,0,0.00,1418779,0,0,0,0,0,0,0,1092023,226191,0,1318214,1318214
Unit_5,5/29/2022,3809.3,3960.45,3958.07,0,44,0.06,2.37,0,0,0.00,0,0.00,1319037,0,0,0,0,0,0,0,1144135,165869,0,1310004,1310004
Unit_5,5/30/2022,3809.3,3964.97,3962.19,0,56,0.07,2.77,0,0,0.00,0,0.00,1401096,0,0,0,0,0,0,0,1057873,233682,0,1291555,1291555
Unit_5,5/31/2022,3809.297,3968.28,3965.89,0,56,0.06,2.38,0,0,0.00,0,0.00,1389185,0,0,0,0,0,0,0,1054399,224954,0,1279353,1279353
Unit_5,6/1/2022,3809.297,3991.94,3989.14,0,56,0.07,2.79,0,0,0.00,0,0.00,1400577,0,0,0,0,0,0,0,1056692,233873,0,1290565,1290565
Unit_5,6/2/2022,3809.297,3991.79,3984.2,0,56,0.19,7.58,0,0,0.00,0,0.00,1416168,0,0,0,0,0,0,0,1070689,236487,0,1307176,1307176
Unit_5,6/3/2022,4451.441,4678.18,4668.82,0,175,0.2,9.35,0,0,0.00,0,0.00,1607552,0,0,0,0,0,0,0,1245217,253615,0,1498832,1498832
Unit_5,6/4/2022,4602.335,4776.9,4768.3,0,102,0.18,8.59,0,0,0.00,0,0.00,1647922,0,0,0,0,0,0,0,1283432,254101,0,1537533,1537533
Unit_5,6/5/2022,4440.129,4521.89,4513.29,0,117,0.19,8.59,0,0,0.00,0,0.00,1583471,0,0,0,0,0,0,0,1224910,248291,0,1473201,1473201
Unit_5,6/6/2022,4179,4220.44,4214.95,0,73,0.13,5.48,0,0,0.00,0,0.00,1493320,0,0,0,0,0,0,0,880824,502556,0,1383380,1383380
Unit_5,6/7/2022,4466.2,4549.51,4544.05,0,88,0.12,5.45,0,0,0.00,0,0.00,1321638,0,0,0,0,0,0,0,303526,921629,0,1225155,1225155
Unit_5,6/8/2022,4333.48,4353.42,4316.85,16.63,102,0.13,5.65,0,0,0.00,0,0.00,1625954,0,0,0,0,0,0,0,292420,1221481,0,1513901,1513901
Unit_5,6/9/2022,4094.94,4086.05,4082.78,12.16,70,0.08,2.85,0,0,0.00,0,0.00,1719448,0,0,0,0,0,0,0,282329,1325518,0,1607847,1607847
Unit_5,6/10/2022,4116.49,4150.76,4148.26,0,53,0.06,2.49,0,0,0.00,0,0.00,1723573,0,0,0,0,0,0,0,287203,1328435,0,1615638,1615638
Unit_5,6/11/2022,4169.07,4211.73,4209.2,0,47,0.06,2.52,0,0,0.00,0,0.00,1708251,0,0,0,0,0,0,0,283699,1316288,0,1599987,1599987
Unit_5,6/12/2022,4059.15,4088.53,4086.07,0,53,0.06,2.45,0,0,0.00,0,0.00,1662233,0,0,0,0,0,0,0,280908,1273485,0,1554393,1554393
Unit_5,6/13/2022,3809.3,3843.39,3841.46,0,41,0.05,1.92,0,0,0.00,0,0.00,1695496,0,0,0,0,0,0,0,584586,1003144,0,1587730,1587730
Unit_5,6/14/2022,3809.3,3861.81,3928.47,0,35,0.04,1.54,0,0,0.00,0,0.00,1429915,0,0,0,0,0,0,0,256915,1063928,0,1320843,1320843
Unit_5,6/15/2022,3809.3,3861.16,3859.61,0,35,0.04,1.54,0,0,0.00,0,0.00,1567644,0,0,0,0,0,0,0,250899,1207370,0,1458269,1458269
Unit_5,6/16/2022,3809.3,3859.11,3857.56,0,41,0.04,1.54,0,0,0.00,0,0.00,1590525,0,0,0,0,0,0,0,252720,1228913,0,1481633,1481633
Unit_5,6/17/2022,3809.3,3849.82,3848.28,0,35,0.04,1.53,0,0,0.00,0,0.00,1591199,0,0,0,0,0,0,0,250135,1232828,0,1482963,1482963
Unit_5,6/18/2022,3809.3,3848.33,3846.79,0,41,0.04,1.53,0,0,0.00,0,0.00,1591774,0,0,0,0,0,0,0,251422,1232760,0,1484182,1484182
Unit_5,6/19/2022,3809.3,3827.23,3825.69,0,45,0.04,1.53,0,0,0.00,0,0.00,1593997,0,0,0,0,0,0,0,256306,1228986,0,1485292,1485292
Unit_5,6/20/2022,3715.87,3221.32,3219.7,496.17,41,0.05,1.61,0,0,0.00,0,0.00,1328073,0,0,0,0,0,0,0,226939,1005200,0,1232139,1232139
Unit_5,6/21/2022,3530.76,3538.27,3537.2,0,38,0.03,1.06,0,0,0.00,0,0.00,1401613,0,0,0,0,0,0,0,238670,1055076,0,1293746,1293746
Unit_5,6/22/2022,3530.76,3530.38,3528.96,1.8,41,0.04,1.41,0,0,0.00,0,0.00,1404230,0,0,0,0,0,0,0,235449,1061277,0,1296726,1296726
Unit_5,6/23/2022,3530.76,3532.9,3531.48,0,38,0.04,1.41,0,0,0.00,0,0.00,1416166,0,0,0,0,0,0,0,237034,1071782,0,1308816,1308816
Unit_5,6/24/2022,3530.76,3529.26,3527.84,2.92,39,0.04,1.41,0,0,0.00,0,0.00,1422127,0,0,0,0,0,0,0,247734,1066875,0,1314609,1314609
Unit_5,6/25/2022,3530.76,3530.85,3529.43,1.33,37,0.04,1.41,0,0,0.00,0,0.00,1397507,0,0,0,0,0,0,0,236565,1053720,0,1290285,1290285
Unit_5,6/26/2022,3530.76,3520.08,3518.67,12.09,41,0.04,1.4,0,0,0.00,0,0.00,1404340,0,0,0,0,0,0,0,253665,1043382,0,1297047,1297047
Unit_5,6/27/2022,3530.76,3504.34,3502.93,27.83,41,0.07,1.4,0,0,0.00,0,0.00,1304394,0,0,0,0,0,0,0,424268,772211,0,1196479,1196479
Unit_5,6/28/2022,4594.66,4887.25,4883.82,0,47,0.07,3.42,0,0,0.00,0,0.00,1619188,0,0,0,0,0,0,0,826747,685735,0,1512482,1512482
Unit_5,6/29/2022,4973.305,5390.89,5387.11,0,41,0.07,3.77,0,0,0.00,0,0.00,1943024,0,0,0,0,0,0,0,485551,1348788,0,1834339,1834339
Unit_5,6/30/2022,4931.807,5346.32,5343.11,0,35,0.06,3.74,0,0,0.00,0,0.00,2031483,0,0,0,0,0,0,0,269919,1651846,0,1921765,1921765
Unit_5,7/1/2022,5031.96,5460.81,5456.98,0,41,0.07,3.82,0,0,0.00,0,0.00,1882825,0,0,0,0,0,0,0,859436,914982,0,1774418,1774418
Unit_5,7/2/2022,5127.1,5574.43,5570.52,0,41,0.07,3.9,0,0,0.00,0,0.00,1966702,0,0,0,0,0,0,0,1583944,277489,0,1861433,1861433
Unit_5,7/3/2022,5122.44,5566.77,5563.98,0,41,0.05,2.78,0,0,0.00,0,0.00,1983590,0,0,0,0,0,0,0,1601814,277257,0,1879071,1879071
Unit_5,7/4/2022,5528.96,5523.31,5519.99,8.97,41,0.06,2.76,0,0,0.00,0,0.00,1988332,0,0,0,0,0,0,0,1633489,269788,0,1903277,1903277
Unit_5,7/5/2022,5528.96,5516.16,5512.3,16.66,47,0.07,2.75,0,0,0.00,0,0.00,1987052,0,0,0,0,0,0,0,1599344,286541,0,1885885,1885885
Unit_5,7/6/2022,5528.96,5524.14,5521.37,7.59,45,0.05,2.76,0,0,0.00,0,0.00,1999558,0,0,0,0,0,0,0,1605431,289293,0,1894724,1894724
Unit_5,7/7/2022,5528.96,5520.88,5518.11,10.85,46,0.05,2.76,0,0,0.00,0,0.00,1994268,0,0,0,0,0,0,0,1599877,287851,0,1887728,1887728
Unit_5,7/8/2022,5528.959,5509.73,5506.42,22.539,50.2,0.06,3.3,0,0,0.00,0,0.00,2009803,0,0,0,0,0,0,0,1612616,290326,0,1902942,1902942
Unit_5,7/9/2022,5528.96,5495.3,5489.25,39.71,52,0.11,3.29,0,0,0.00,0,0.00,2062375,346960,346960,0,0,0,0,0,1329187,290160,0,1619347,1619347
Unit_5,7/10/2022,5528.959,5487.12,5484.37,44.589,49,0.05,2.74,0,0,0.00,0,0.00,2382979,1895419,1895419,0,0,0,0,0,294237,176899,0,471136,471136
Unit_5,7/11/2022,5528.96,5508.62,5505.86,23.1,44,0.05,2.75,0,0,0.00,0,0.00,2566714,2053374,2053374,0,0,0,74040,0,0,433157,74040,433157,433157
Unit_5,7/12/2022,5528.96,5547.62,5539.85,0,48,0.14,7.76,0,0,0.00,0,0.00,2265248,1402290,1402290,0,0,0,74040,0,0,778220,74040,778220,778220
Unit_5,7/13/2022,5528.96,5567.8,5559.44,0,46,0.15,8.35,0,0,0.00,0,0.00,1959293,0,0,0,0,0,74040,14,0,1868535,74054,1868535,1868535
Unit_5,7/14/2022,5528.96,5223,5219.34,309.62,41,0.07,7.83,0,0,0.00,0,0.00,1901988,133181,133181,0,0,0,74040,0,0,1653375,74040,1653375,1653375
Unit_5,7/15/2022,5528.96,5527.97,5521.33,7.63,47,0.12,6.63,0,0,0.00,0,0.00,1871055,354217,354217,0,0,0,74040,0,0,1442798,74040,1442798,1442798
Unit_5,7/16/2022,5528.96,5556.91,5548.57,0,46,0.15,8.33,0,0,0.00,0,0.00,2475881,2328684,2328684,0,0,0,74040,0,0,73157,74040,73157,73157
Unit_5,7/17/2022,5528.96,5484.1,5475.32,53.64,52,0.16,8.77,0,0,0.00,0,0.00,2333700,2187191,2187191,0,0,0,74040,0,0,72469,74040,72469,72469
Unit_5,7/18/2022,5752.89,5726.96,5716.07,36.82,48.2,0.19,10.88,0,0,0.00,0,0.00,2408994,2268158,2268158,0,0,0,74040,0,0,66796,74040,66796,66796
Unit_5,7/19/2022,6424.7,6410.79,6399.24,25.46,41,0.18,11.53,0,0,0.00,0,0.00,2697653,2556485,2556485,0,0,0,74040,0,0,67128,74040,67128,67128
Unit_5,7/20/2022,6424.7,6402.07,6391.17,33.53,38,0.17,10.88,0,0,0.00,0,0.00,2700785,2552567,2552567,0,0,0,74040,0,0,74178,74040,74178,74178
Unit_5,7/21/2022,6424.7,6407.18,6395,29.7,51,0.19,12.17,0,0,0.00,0,0.00,2706845,2548225,2548225,0,0,0,74040,0,84580,5953,74040,90533,90533
Unit_5,7/22/2022,7984,6403.68,6390.87,1593.13,31,0.2,12.8,0,0,0.00,0,0.00,2701983,2557832,2557832,0,0,0,74040,0,0,70111,74040,70111,70111
Unit_5,7/23/2022,7984,6523.37,6512.27,1471.73,29,0.17,11.08,0,0,0.00,0,0.00,2741508,2575654,2575654,0,0,0,74040,0,0,91814,74040,91814,91814
Unit_5,7/24/2022,8540.522,6239.66,6228.42,2312.102,28.7,0.18,11.23,0,0,0.00,0,0.00,2720827,2336956,2336956,0,0,0,74040,0,0,309831,74040,309831,309831
Unit_5,7/25/2022,11391.215,9369.23,9329.86,2061.355,55.2,0.42,39.35,0,0,0.00,0,0.00,3821903,2302843,2302843,0,0,0,74040,0,0,1445020,74040,1445020,1445020
Unit_5,7/26/2022,11379.9,10022.17,9981.07,1398.83,127.4,0.41,41.09,0,0,0.00,0,0.00,4094783,3619386,3619386,0,0,0,74040,0,0,393489,74040,393489,393489
Unit_5,7/27/2022,11626.9,10294.92,10263,1363.9,75.1,0.31,31.91,0,0,0.00,0,0.00,4201086,3679872,3679872,0,0,0,163572,0,0,357642,163572,357642,357642
Unit_5,7/28/2022,11670.2,10340.71,10311.75,1358.45,38.7,0.28,28.95,0,0,0.00,0,0.00,4163454,3889050,3889050,0,0,0,180879,0,0,93525,180879,93525,93525
Unit_5,7/29/2022,11692.7,10375.46,10350.54,1342.16,65.1,0.24,24.9,0,0,0.00,0,0.00,4160598,3766667,3766667,0,0,0,189929,0,0,204002,189929,204002,204002
Unit_5,7/30/2022,11663.599,9676.96,9654.69,2008.909,110.1,0.23,22.25,0,0,0.00,0,0.00,3372756,2453672,2453672,0,0,0,178781,498,0,740801,179279,740801,740801
Unit_5,7/31/2022,11535.6,10853.01,10825.86,709.74,121.6,0.25,27.13,0,0,0.00,0,0.00,3197434,1540405,1540405,0,0,0,127260,339,0,1522267,127599,1522267,1522267
Unit_5,8/1/2022,14829.56,10856.71,10829.56,4000,136.2,0.25,27.14,0,0,0.00,0,0.00,3829251,3005063,3005063,0,0,0,282087,134,533009,9226,282221,542235,542235
Unit_5,8/2/2022,11881.7,10632.59,10605.99,1275.71,95.1,0.25,26.58,0,0,0.00,0,0.00,2618004,2333046,2333046,0,0,0,265769,0,0,19189,265769,19189,19189
Unit_5,8/3/2022,11883.8,10656.22,10630.64,1253.16,96.3,0.24,25.57,0,0,0.00,0,0.00,2832290,2333046,2333046,0,0,0,248935,0,0,250309,248935,250309,250309
Unit_5,8/4/2022,11916.2,11635.76,11600.85,315.35,87.1,0.3,34.9,0,0,0.00,0,0.00,5238358,4285965,4285965,0,0,0,259016,0,0,693377,259016,693377,693377
Unit_5,8/5/2022,12567.55,9744.67,9713.48,2854.07,124.4,0.32,31.18,0,0,0.00,0,0.00,3474100,1992606,1992606,0,0,0,246032,1109,0,1234891,247141,1234891,1234891
Unit_5,8/6/2022,11916.2,7439.28,7418.43,4497.77,73.7,0.28,20.82,0,0,0.00,0,0.00,2595758,1270555,1270555,0,0,0,234929,1620,0,1091895,236549,1091895,1091895
Unit_5,8/7/2022,11916.2,7361.76,7340.4,4575.8,72.5,0.29,21.34,0,0,0.00,0,0.00,2890934,2630353,2630353,0,0,0,222248,163,0,38496,222411,38496,38496
Unit_5,8/8/2022,12260.53,11485.81,11449.03,811.5,107.7,0.32,36.75,0,0,0.00,0,0.00,4585178,4081967,4081967,0,0,0,456788,726,0,47150,457514,47150,47150
Unit_5,8/9/2022,12260.1,12335.94,12305.09,0,88,0.29,35.77,0,0,0.00,0,0.00,4555711,2960320,2960320,0,0,0,151594,419218,0,1178210,570812,1178210,1178210
Unit_5,8/10/2022,12260.1,12323.9,12296.76,0,130,0.2,24.64,0,0,0.00,0,0.00,4845943,4070837,4070837,0,0,0,460980,415,0,314542,461395,314542,314542
Unit_5,8/11/2022,12260.1,12281.58,12257.01,3.09,145,0.2,24.56,0,0,0.00,0,0.00,4927830,4402190,4402190,0,0,0,468260,328,0,57577,468588,57577,57577
Unit_5,8/12/2022,12260.1,12251.92,12232.31,27.79,111.8,0.16,19.6,0,0,0.00,0,0.00,4551390,2985583,2985583,0,0,0,425800,647,0,1133840,426447,1133840,1133840
Unit_5,8/13/2022,12260.1,12252.17,12231.33,28.77,91.1,0.17,20.82,0,0,0.00,0,0.00,4827842,4061051,4061051,0,0,0,465297,0,0,301494,465297,301494,301494
Unit_5,8/14/2022,12260.1,12243.83,12222.99,37.11,121.3,0.17,20.81,0,0,0.00,0,0.00,4905691,4391768,4391768,0,0,0,473494,0,0,40429,473494,40429,40429
Unit_5,8/15/2022,12260.1,12186.14,12169.06,91.04,96.2,0.14,17.06,0,0,0.00,0,0.00,4892612,4311569,4311569,0,0,0,449360,0,0,127660,449360,127660,127660
Unit_5,8/16/2022,12260.1,12205.85,12187.53,72.57,58.8,0.16,19.52,0,0,0.00,0,0.00,4884153,4348282,4348282,0,0,0,469359,0,0,65581,469359,65581,65581
Unit_5,8/17/2022,12260.1,12224.08,12203.28,56.82,50.6,0.17,20.78,0,0,0.00,0,0.00,4889567,4380367,4380367,0,0,0,469639,0,0,39561,469639,39561,39561
Unit_5,8/18/2022,12260.1,12239.49,12218.66,41.44,37.8,0.17,20.8,0,0,0.00,0,0.00,4885799,4364415,4364415,0,0,0,472044,0,0,49340,472044,49340,49340
Unit_5,8/19/2022,12260.1,12231.7,12217,43.1,35.8,0.12,14.67,0,0,0.00,0,0.00,4889531,4366021,4366021,0,0,0,473588,0,0,49922,473588,49922,49922
Unit_5,8/20/2022,12260.1,12168.08,12148.59,111.51,35.8,0.16,19.46,0,0,0.00,0,0.00,4881259,4351642,4351642,0,0,0,489652,0,0,39965,489652,39965,39965
Unit_5,8/21/2022,12260.1,12206.28,12189.18,70.92,31.4,0.14,17.08,0,0,0.00,0,0.00,4873729,4358455,4358455,0,0,0,482044,0,0,33231,482044,33231,33231
Unit_5,8/22/2022,12260.1,12166.04,12148.99,111.11,26.9,0.14,17.03,0,0,0.00,0,0.00,4655989,3486798,3486798,0,0,0,480406,0,0,688772,480406,688772,688772
Unit_5,8/23/2022,12260.1,12217.12,12198.78,61.32,18.8,0.15,18.32,0,0,0.00,0,0.00,4811030,4104026,4104026,0,0,0,452425,0,0,254579,452425,254579,254579
Unit_5,8/24/2022,12260.1,12207.4,12189.08,71.02,18.8,0.15,18.31,0,0,0.00,0,0.00,4879291,4398869,4398869,0,0,0,454953,0,0,25471,454953,25471,25471
Unit_5,8/25/2022,12260.1,12073.41,12058.91,201.19,18.8,0.12,14.48,0,0,0.00,0,0.00,4792160,3867118,3867118,0,0,0,420805,0,0,490217,420805,490217,490217
Unit_5,8/26/2022,12260.1,12101.52,12084.55,175.55,23.1,0.14,16.94,0,0,0.00,0,0.00,4838330,4145477,4145477,0,0,0,470534,0,0,222319,470534,222319,222319
Unit_5,8/27/2022,12260.1,12117.38,12099.2,160.9,27.8,0.15,18.17,0,0,0.00,0,0.00,4863262,4375558,4375558,0,0,0,465103,0,0,22601,465103,22601,22601
Unit_5,8/28/2022,12260.1,12163.85,12135.86,124.24,26.1,0.23,27.97,0,0,0.00,0,0.00,4834595,4211901,4211901,0,0,0,488081,0,0,134538,488081,134538,134538
Unit_5,8/29/2022,12260.1,12173.55,12134.58,125.52,22.1,0.32,38.95,0,0,0.00,0,0.00,4830190,4272047,4272047,0,0,0,487067,0,0,71076,487067,71076,71076
Unit_5,8/30/2022,12260.1,11922.43,11891.41,368.69,25.4,0.26,30.99,0,0,0.00,0,0.00,4846308,4020180,4020180,0,0,0,500461,0,0,297105,500461,297105,297105
Unit_5,8/31/2022,12260.1,11958.56,11946.59,313.51,24.8,0.1,11.95,0,0,0.00,0,0.00,4822671,4028400,4028400,0,0,0,468953,0,0,300722,468953,300722,300722
Unit_5,9/1/2022,12260.1,12115.49,12090.05425,170.04575,23.6,0.21,25.44,0,0,0.00,0,0.00,4844244.37,4318560.58,4318560.58,0,0,0,502869.62,0,0,22814.17,502869.62,22814.17,22814.17
Unit_5,9/2/2022,12260.1,12214.35,12182.59904,77.50096,24.1,0.26,31.75,0,0,0.00,0,0.00,4935752.11,4300854.58,4300854.58,0,0,0,496397.21,0,0,134803.59,496397.21,134803.59,134803.59
Unit_5,9/3/2022,12260.1,12047.45,12019.74593,240.35407,24.1,0.23,27.7,0,0,0.00,0,0.00,4916357.88,4071604.6,4071604.6,0,0,0,459333.95,0,0,376406.73,459333.95,376406.73,376406.73
Unit_5,9/4/2022,12260.1,12173.53,12140.66841,119.43159,66.8,0.27,32.86,0,0,0.00,0,0.00,4909673.46,4246226.36,4246226.36,0,0,0,484780.05,0,0,174138.52,484780.05,174138.52,174138.52
Unit_5,9/5/2022,12260.1,12247.79297,12207.37532,52.72468,64.1,0.33,40.41,0,0,0.00,0,0.00,4905071.62,4362406.87,4362406.87,0,0,0,490007.39,0,0,52657.36,490007.39,52657.36,52657.36
Unit_5,9/6/2022,12260.1,12250.3501,12208.69872,51.40128,58.7,0.34,41.65,0,0,0.00,0,0.00,4372639.3,2287936.29,2287936.29,0,0,0,415469.57,0,0,1669233.44,415469.57,1669233.44,1669233.44
Unit_5,9/7/2022,12400.9329,11860.82861,11822.87395,578.05895,63.6,0.32,37.95,0,0,0.00,0,0.00,4801109.06,4282424.82,4282424.82,0,0,0,481762.45,0,0,36921.79,481762.45,36921.79,36921.79
Unit_5,9/8/2022,13953.32221,11954.22084,11912.38112,2040.94109,64.2,0.35,41.83,0,0,0.00,0,0.00,4826492.28,4247617.81,4247617.81,0,0,0,529294.34,0,0,49580.13,529294.34,49580.13,49580.13
Unit_5,9/9/2022,15743.29999,12301.59454,12264.68981,3478.61018,60.2,0.3,36.9,0,0,0.00,0,0.00,4952189.17,4393772.53,4393772.53,0,0,0,523582.96,0,0,34833.68,523582.96,34833.68,34833.68
Unit_5,9/10/2022,15743.3,12249.36375,12206.49097,3536.80903,39.8,0.35,42.87,0,0,0.00,0,0.00,4959502.44,4430669.14,4430669.14,0,0,0,499140.9,0,0,29692,499140.9,29692,29692
Unit_5,9/11/2022,15743.3,679.04584,676.26175,15067.03825,48.9,0.41,2.78,0,0,0.00,0,0.00,301303.22,236893.14,236893.14,0,0,0,38205.35,0,0,26180.6,38205.35,26180.6,26180.6
Unit_5,9/12/2022,15743.3,1295.4013,1292.03326,14451.26674,40,0.26,3.36,0,0,0.00,0,0.00,377961.41,0,0,0,0,0,0,0,0,377961.41,0,377961.41,377961.41
Unit_5,9/13/2022,15743.3,9144.20309,9114.94164,6628.35836,118,0.32,29.26,0,0,0.00,0,0.00,3185773.61,1535535.87,1535535.87,0,0,0,352329.14,0,0,1297868.89,352329.14,1297868.89,1297868.89
Unit_5,9/14/2022,15743.3,14478.2244,14442.02884,1301.27116,80.2,0.25,36.19,0,0,0.00,0,0.00,5755691.15,4755378.4,4755378.4,0,0,0,507651.54,0,0,492661.21,507651.54,492661.21,492661.21
Unit_5,9/15/2022,15743.3,14200.94395,14171.12197,1572.17803,78.9,0.21,29.82,0,0,0.00,0,0.00,5470584.64,3922504.67,3922504.67,0,0,0,476477.89,0,0,1071602.08,476477.89,1071602.08,1071602.08
Unit_5,9/16/2022,15743.3,13446.6516,13421.10296,2322.19704,55.6,0.19,25.54,0,0,0.00,0,0.00,5161197.23,3786956.26,3786956.26,0,0,0,539871.54,0,0,834369.43,539871.54,834369.43,834369.43
Unit_5,9/17/2022,15743.3,14718.62168,14692.12816,1051.17184,42.6,0.18,26.49,0,0,0.00,0,0.00,5917157.42,5283890.44,5283890.44,0,0,0,586284.97,0,0,46982.01,586284.97,46982.01,46982.01
Unit_5,9/18/2022,15743.3,13719.67123,13697.71976,2045.58024,43.5,0.16,21.95,0,0,0.00,0,0.00,5525734.27,4928275.21,4928275.21,0,0,0,559064.91,0,0,38382.15,559064.91,38382.15,38382.15
Unit_5,9/19/2022,15743.3,15015.54549,14991.52062,751.77938,41.6,0.16,24.02,0,0,0.00,0,0.00,6041383.7,5425797.44,5425797.44,0,0,0,581614.62,0,0,33969.51,581614.62,33969.51,33969.51
Unit_5,9/20/2022,15743.3,15002.35189,14982.84884,760.45116,41.2,0.13,19.5,0,0,0.00,0,0.00,6018795.96,5257926.39,5257926.39,0,0,0,551066.39,0,0,209796.9,551066.39,209796.9,209796.9
